département;canton;commune;x;y;UN_Mot;HOMME_Mot;NE_Mot;AVAIT_Mot;PAS_Mot;QUE_Mot;DEUX_FILS_Mot;FILS_Mot;LE_Mot;PLUS_Mot;JEUNE_Mot;QUE_E2_T11_Mot;DIT_Mot;À_Mot;SON_Mot;PERE_Mot;TEMPS_Mot;QUE_1_T12_Mot;JE_SOIS_Mot;MON_Mot;MAITRE_Mot;ET_QUE_J_AIE_Mot;AIE_Mot;DE_L_Mot;ARGENT_Mot;QUE_E_T13_Mot;FAUT_Mot;QUE_T13_Mot;JE_PUISSE_Mot;ALLER_Mot;ET_QUE_JE_VOIS_Mot;JE_VOIE_Mot;DU_Mot;PAYS_Mot;PARTAGEZ_Mot;VOTRE_Mot;BIEN_Mot;ET_DONNEZ_MOI_Mot;DONNEZ_Mot;CE_Mot;DOIS_Mot;AVOIR_Mot;OUI_Mot;MON_Mot.1;COMME_Mot;VOUDRAS_Mot;ES_Mot;UN_MECHANT_Mot;MECHANT_Mot;SERAS_Mot;PUNI_Mot;PUIS_Mot;OUVRANT_Mot;TIROIR_Mot;PARTAGEA_Mot;FIT_Mot;DEUXF_Mot;PARTS_Mot;EGALES_Mot;PEU_Mot;JOURS_Mot;APRES_Mot;LE_Mot;MECHANT_Mot;ALLA_Mot;DU_Mot;VILLAGE_Mot;EN_Mot;FAISANT_Mot;FIER_Mot;SANS_Mot;DIRE_Mot;ADIEU_Mot;A_Mot;PERSONNE_Mot;QUE_E1_T23_Mot;TRAVERSA_Mot;BEAUCOUP_Mot;LANDES_Mot;BOIS_Mot;RIVIERES_Mot;DANS_Mot;UNE_Mot;GRANDE_Mot;VILLE_Mot;OU_Mot;DEPENSA_Mot;TOUT_Mot;SON_Mot;ARGENT_Mot;BOUT_Mot;QUELQUES_MOIS_Mot;MOIS_Mot;VENDRE_Mot;SES_Mot;A_UNE_Mot;VIEILLE_Mot;FEMME_Mot;POUR_ETRE_Mot;ETRE_Mot;VALET_Mot
Gironde;Canton de Créon;Madirac;-0.400997;44.7602362;un;homme;n;abeb;NA;que;duss;gouyats;lou;pu;june;NA;dichut;à;soun;paye;tem;que;sithi;moun;meste;et;aoujé;de l;argéin;NA;faou;que;pusqui;ana;et;béji;doou;pays;partadjias;boste;bien;et;douna;ce;dibi;aoujé;oh;moun;coume;boudras;ses;un;mechant;seras;punit;pi;oubren;tiroirt;partadjet;it;duyes;pourtiouns;égales;petit;jours;aprèss;lou;méchant;engut;doou;billatche;een;adeen;fiért;seen;dire;adiu;à;diguun;ø;traverset;bien;landes;boys;ribeyres;dens;une;grande;bille;oun;despenset;tout;soun;argin;bout;quoouques;més;beende;ses;a ;bieille;fame;pr;esta;beylét
Gironde;Canton de Créon;Pompignac;-0.43736;44.85028;un;homme;n;abèbe;NA;qué;dus;gouyats;lou;pu;june;NA;dichut;à;soun;paï;tén;que;siyie;moun;mèste;et;aouji;de l;argèn;NA;faou;que;pusqui;ana;et;biji;doou;paiis;partajats;boste;bien;et;douna;ce;débie;aoujé;oc;moun;coume;boudras;ses;ün;meychan;seras;punit;apuï;oubrit;tiroirt;partajait;guit;duye;pourcions;égales;petit;jours;apréss;lou;meÿchan;angut;daoun;bilatche;èn;adén;fière;sèn;dire;bonjour;à;digün;ø;trabessait;booucoup;landes;boyes;ribeyres;dénz;une;grande;bille;oun;déspénsait;tout;soun;argèn;bout;quoouques;mèss;bènde;ses;à ;bieille;fame;pr;esta;beylait
Gironde;Canton de Créon;Quinsac;-0.5;44.75;un;homme;n;abèbe;NA;qué;dus;gouyats;lou;pé;june;NA;dichut;à;soun;paey;tens;qué;sigui;moun;méste;et;aouji;dé l;argén;NA;faou;qué;pusqui;ana;et;beji;daou;peïs;partatchas;boste;bien;é;douna;cé;dibi;aouji;NA;moun;coume;boudras;sés;un;meychan;seras;punit;api;oubrén;tirète;partatchét;NA;duyes;parts;égales;petit;jourts;après;lou;meychan;angut;daou;bilatche;en;adén;fière;chen;dire;adiu;à;digun;ø;trabessét;baoucop;landes;boeys;ribeyres;déns;une;grande;bille;oun;déspénssét;tout;soun;argén;bout;caouque;més;bendusse;sés;à ;bieille;femme;per;ésta;beylet
Gironde;Canton de Créon;Sadirac;-0.41667;44.783329;un;homme;n;abèbe;NA;que;dus;gouyats;lou;pus;june;NA;dichut;a;soun;pay;témps;que;sy;moun;méste;et;ajy;de l;argén;NA;faou;que;pusquy;ana;et;bédy;daou;pays;partageas;boste;bén;et;dounét;ce;diouy;aoujé;o;moun;coume;boudras;sés;un;méchan;seras;punit;puy;oubran;tirette;partagét;hit;duhiés;parts;égales;caouques;journs;après;lou;méchan;anét;dáou;bilatge;én;haden;NA;croyan;dide;adiu;à;digün;ø;trabersét;booucop;landes;boys;ribeyres;déns;une;grande;bile;oun;despénsét;tout;soun;argén;bout;caouque;més;bénde;sés;à ;bieille;femme;NA;NA;baylét
Gironde;Canton de Créon;Saint-Caprais-de-Bordeaux;-0.4363812;44.7504655;un;homé;n;abèbe;NA;qué;dus;droles;lou;pé;june;NA;dichut;a;soun;pay;tém;qué;siji;moun;mesté;é;aouji;dé l;argén;NA;faou;qué;pusqui;ana;é;béji;doou;peÿs;partatgeats;bosté;bién;é;baillat;ço;débi;aouji;o;moun;coume;boudras;sès;un;méchant;seras;punit;puy;oubrant;tiroirt;partatgèt;hit;duyes;pourtiouns;égales;pétit;jourts;après;lou;méchant;angut;doou;bilatgé;én;hadèn;fiert;chén;dire;adiou;a;digun;ø;trabérsèt;booucop;landes;boys;ribeyres;déns;une;grande;bile;oun;déspéndut;tout;soun;argén;bout;quaouqué;més;béndé;sous;a ;bieille;fame;pér;ésta;beylét
Gironde;Canton de Créon;Sallebœuf;-0.396393;44.8433337;un;homme;n;abèbe;NA;qué;dus;gouyats;lou;pu;june;NA;dichut;a;soun;paï;tén;qué;sii;moun;meste;é;aouji;dé l;argén;NA;faou;qué;pusqui;ana;é;béji;daou;pays;partajas;boste;bien;é;dounas;cé;dèbi;aoujé;oui;moun;coume;boudras;sès;un;meychant;seras;punit;puï;oubrèns;tiroir;partajait;hit;duïes;pourtiouns;égales;petit;jourts;après;lou;meychant;angut;daou;bilatche;én;adèn;fière;sén;dire;adiu;à;digun;ø;trabersait;beaucop;landes;boïs;ribèyres;déns;une;grande;bille;oun;despénsait;tout;soun;argén;bout;quaouque;més;béndre;sous;à ;bieille;femme;pér;èste;beylét
Gironde;Canton de Créon;Tabanac;-0.405316;44.7208074;un̈;home;n;abèbe;NA;qué;dus;gouillats;lou;pu;june;NA;dichut;à;soun;paï;tèns;qué;siï;moun;mèste;et;aouji;dé l;ärgén;NA;faou;qué;pusqui;ana;et;bèdi;daoü;pays;partatillèts;boste;bièn;et;dounets;cé;dèbi;aouji;o;moun;coume;boudras;cès;un̈;méchan;séras;punit;puï;oubrèn;tiroirt;partatillèt;adut;duïes;pourtiouns;égales;pétit;jouns;après;lou;méchan;angut;daou;billatille;én;adèn;fièrt;chèn;dide;adiu;à;digun̈;ø;trabersèt;baucop;landes;boïs;ribeyres;déns;une;grande;bile;oun;déspénsèt;tout;soun;argén;bout;quaouque;més;bènde;sés;à ;bieille;femme;pér;èsta;beylét
Gironde;Canton de Fronsac;Asques;-0.4119877;44.9512794;un;homme;n;abèbe;NA;que;dus;gouyats;lou;plu;tchune;NA;dit;à;soun;paÿ;tén;que;siï;moun;maistre;et;ayi;de l;aryién;NA;faou;que;pusque;ana;et;bédi;daou;pays;partaÿats;boste;bién;et;douna;ce;dèbi;ayé;o;moun;coume;boudras;sè;ún;mechant;seras;punit;pey;oubrint;tiroir;partatyet;hit;dus;pourtiouns;égales;quaouques;jourts;après;lou;maubè;angut;daou;billatche;én;azén;fière;sén;dire;adiu;à;persoune;ø;traberset;boco;landes;boÿs;ribeyres;dén;une;grande;bille;oure;despénset;tout;soun;aryien;bout;quaouques;més;béndre;sés;à ;biéille;femme;pr;esta;beylet
Gironde;Canton de Fronsac;Cadillac-en-Fronsadais;-0.3753094;44.9658541;ün;homme;n;abèbe;NA;que;dus;gouyats;lou;pu;yune;NA;dichut;à;soun;païe;tén;que;saïe;moun;meste;et;aïe;de l;aryén;NA;faou;que;pusquy;ana;et;bédy;dou;péis;partayas;boste;bien;et;douna;ce;déby;aïé;o;moun;coume;boudras;sès;ün;mechant;seras;punit;pey;oubrén;tirant;partayait;hit;duye;parts;égales;petit;yours;après;lou;maubais;angut;dou;bilaye;eun;asén;fier;seun;dire;adieu;à;digün;ø;trabeusait;boucot;landes;boïs;ribeyres;deun;une;grande;bille;ou;deuspunsait;tout;soun;aryén;bout;caouque;més;bendre;seus;à ;bieille;femme;pr;esta;beylet
Gironde;Canton de Fronsac;Fronsac-bis;-0.272456799559034;44.9283490543154;ün;home;n;abet;NA;qué;dus;NA;lou;pu;june;NA;dichut;à;soun;pay;tém;qué;saye;moun;meste;é;aye;de l;argén;NA;foou;qué;pusqui;ana;é;bési;dou;péïs;partageas;boste;bién;é;douna;ce;débi;abé;o;moun;coume;boudras;sés;ün;meuchan;seras;punit;pey;oubrit;tiroir;partaget;fit;dues;pourtiouns;pareilles;quaouqué;jours;aprèss;lou;meuchan;engut;dou;billage;eun;fesein;fier;sén;dire;bounjour;à;digün;ø;traberset;beaucot;landes;boys;ribeyres;dén;une;grande;bile;oun;despenset;tout;soun;argén;bout;quaouque;més;bendre;ses;à d;bieille;fame;per;esta;doumestique
Gironde;Canton de Fronsac;Fronsac;-0.2740925;44.9229141;ün;home;n;abèt;NA;que;dus;NA;lou;plus;june;NA;dichut;à;soun;pay;tén;que;saye;moun;meste;é;aye;de l;argén;NA;foou;que;pusqui;ana;é;bési;dou;péïs;partageas;boste;bien;é;douna;ce;débi;abé;o;moun;coume;boudras;sès;ün;mechan;seras;punit;pey;oubrit;tiroir;partagèt;fit;dues;pourtiouns;pareilles;quaouque;jours;après;lou;mechan;engut;dou;bilahe;en;fésén;fier;sén;dire;adiu;à;peursoune;ø;trabeursèt;beaucot;landes;boys;ribeyres;déns;une;grande;bile;oùn;deuspensèt;tout;soun;argén;bout;quaouque;més;béndre;sés;à d;bieille;fame;pr;esta;béylet
Gironde;Canton de Fronsac;La Lande-de-Fronsac;-0.3814022;44.9787083;un;homme;n;abébe;NA;que;duss;gouyats;lou;pu;guiune;NA;dichut;à;soun;païe;tém;que;saye;moun;meste;et;aye;de l;arguién;NA;faou;que;pusqui;ana;et;bédi;dou;péiss;partaguiass;boste;bién;et;douna;ce;débi;abé;oui;moun;coume;boudrass;sés;un;méchant;serass;punit;pey;oubrén;tirouart;partaguiait;it;duyes;parts;pareilles;petit;tém;apréss;lou;maubaiss;engut;dou;billaguieu;én;azén;fiert;sén;dire;adiu;à;digün;ø;trabersait;bién;landes;boïs;ribeyres;dedén;une;grande;bile;oure;despènsait;tout;soun;arguién;bout;quaouqu;méss;béndre;séss;à d;bieille;femme;pr;ésta;beylet
Gironde;Canton de Fronsac;Lugon-et-l'Île-du-Carnay;-0.3435962;44.9569435;un;homme;n;abét;NA;que;dus;gouyats;lou;pu;june;NA;dissut;à;soun;pay;tén;que;sey;moun;meste;et;ai;de l;argén;NA;faou;que;posqui;ana;et;bédy;dou;pays;partageas;boste;bién;et;douna;ce;déby;abé;o;moun;coume;boudras;sés;un;mechant;seras;punit;pey;drubant;tiroir;partagét;fit;dus;pourtiouns;esgales;petit;jous;après;lou;mechant;nanét;dou;billage;én;fasant;fier;sén;dire;adieu;à;presoune;ø;trabresét;bocop;landes;boys;ribeyres;dén;une;grande;bille;ounte;déspénsét;tout;soun;argén;bout;quaouqués;més;béndre;sez;à ;bieille;femme;pr;éstre;beylet
Gironde;Canton de Fronsac;Saillans;-0.2765721;44.9609242;ün;ome;n;abét;NA;que;dus;gouyats;lou;pus;june;NA;dit;à;soun;paÿ;tén;que;saï;moun;meste;et;aï;de l;argén;NA;foou;que;pousqui;ana;et;bési;dou;péïs;partajas;boste;bien;et;douna;ce;dèbi;aï;o;moun;queme;bouras;sès;ün;mechan;sera;punit;péï;oubrit;tiroir;partajet;fit;duie;pars;égales;petit;tén;après;le;movè;angut;dou;bilaje;én;fesén;fier;sén;dire;adiu;à;pérsoune;ø;traberset;boucot;lande;boïs;ribéïres;dén;une;grande;bile;oun;déspénsèt;tout;soun;argén;bout;caouque;més;béndré;sés;à ;bieille;fame;pér;ésta;béïlet
Gironde;Canton de Fronsac;Saint-Germain-de-la-Rivière;-0.3332167;44.9508325;un;homme;n;abét;NA;que;dus;gouyats;lou;pu;june;NA;dissut;à;soun;pay;tén;que;sey;moun;meste;et;ay;de l;argén;NA;faou;que;posqui;ana;et;bédy;dou;pays;partageas;boste;bién;et;douna;ce;déby;abé;o;moun;comme;bourras;sés;un;méchant;seras;punit;pey;drubant;tiroir;partagét;fit;dus;pourtiouns;esgales;petit;jous;après;lou;mechant;engut;daou;billage;én;fasant;fier;sén;dire;adieu;à;presoune;ø;tabersét;bocop;landes;boys;ribeyres;dén;une;grande;bille;ounte;déspénsét;tout;soun;argén;bout;quaouques;més;béndre;séz;à ;bieille;femme;pr;éstre;beylet
Gironde;Canton de Fronsac;Saint-Michel-de-Fronsac;-0.3035889;44.9294962;én;homme;n;abait;NA;que;dus;gouyats;lou;pus;june;NA;dit;à;soun;paï;timps;que;sie;moun;meste;et;aye;de l;argint;NA;faou;que;pusqui;ana;et;bési;dou;payss;partageas;boste;bien;et;douna;ce;deubi;aï;ô;moun;coumo;boudras;ces;in;mechant;seras;punit;après;drubit;tiroirt;partaget;fit;duou;pourtiouns;égales;petits;jourt;après;lou;mechant;angut;dou;village;in;fasint;fiert;sin;dire;adieu;à;persoune;ø;traverset;boucot;landes;boïs;rebéïres;din;une;grande;bille;oun;despenset;tout;soun;argint;bout;quaouques;mes;bendre;ses;à d;bieille;femme;per;esta;béïlet
Gironde;Canton de Fronsac;Saint-Romain-la-Virvée;-0.3993228;44.9650148;uhn;homme;n;abèbe;NA;que;dus;bouyats;lou;pu;djune;NA;dissut;à;soun;pay;tehn;que;sadji;NA;meste;et;adji;de l;ardgén;NA;faout;que;pusqui;anna;et;bède;dou;péïs;partadgeas;boste;bien;et;dounna;cé;débi;adgé;oui;moun;coum;boudrass;sess;uhn;méchant;serass;punit;pey;druben;tiroir;partadgett;hit;duyeus;parts;égales;quaouques;djourts;après;lou;mechann;angut;dou;billatge;énn;hasén;fier;sénn;dire;adiu;à;pérsounne;ø;traversett;bocot;landes;boys;ribeyres;dehns;une;grande;bille;où;despénnsett;tout;son;ardgén;bout;quaouques;mess;bénndre;sess;à ;bieille;femme;pér;esta;beylett
Gironde;Canton de Fronsac;Vérac;-0.3397413;44.9913697;un;homme;n;abèbe;NA;que;dus;gouyats;lou;pu;yune;NA;dissut;à;soun;pay;ten;que;saye;moun;meste;et;aye;de l;aryen;NA;faoun;que;pusqui;ana;et;bédi;dou;péis;partayas;boste;bien;et;douna;cè;débi;ayé;au;moun;coume;boudras;sés;un;mechant;seras;punit;pey;ubren;tiran;partayet;it;duye;pourtiouns;égales;quaouquès;yous;après;lou;méchant;angut;dou;billage;en;azen;fiert;sen;dire;adiu;à;persoune;ø;traberset;beaucot;landes;boÿs;ribeyres;den;une;grande;bille;oure;despenset;tout;soun;aryent;bout;quaouques;mès;bendre;sès;à ;bieille;femme;pre;esta;beylet
Gironde;Canton de Fronsac;Villegouge;-0.30868;44.96683;un;homme;n;abait;NA;que;duss;gouyats;lou;plus;yune;NA;dit;à;soun;païe;tin;que;saïe;moun;meste;NA;aïe;de l;argéin;NA;faut;que;pussqui;ana;et;bédit;dou;payss;partaïass;boste;bien;NA;dounna;ce;débit;aïé;o;moun;coumme;boudrass;céss;unn;mechant;serass;punit;puy;ubréin;tiroir;partayet;fit;duye;pourtiouns;ésgales;petit;yours;aprèss;lou;maubess;angut;dou;bilaye;un;féséin;fier;sun;dire;adiu;à;persounne;ø;traberset;boucot;landes;boyes;ribeyres;dedéin;une;grande;bile;our;despennset;tout;soun;aryéin;bout;quaouques;méss;béindre;cez;à ;bieille;femme;pr;esta;béylet
Gironde;Canton de Grignols;Campin;-0.0255144;44.4355502;un;homme;n;aoué;NA;qué;dus;ills;lou;pu;jouen;NA;disout;à;soun;pay;témps;qué;sie;moun;meste;et;aouji;ø;argent;qué;faou;qué;pousquy;ana;et;bési;ø;pays;partayats;boste;ben;et;maillats;sa;dioui;aoué;au;moun;coum;bourras;es;un;méchant;séras;punit;epuy;aoubrint;tirette;partageit;hit;duous;pourtiouns;paréilles;tchics;jouns;après;lou;méchant;engout;daou;billage;en;asént;fié;chen;dise;adichars;én;digun;ø;traouset;beaucop;lanes;bos;ribères;dans;une;grande;bile;oun;empleguét;tou;soun;argént;cap;quaouques;més;bénde;sés;à ;bieille;fimelle;per;esta;beilet
Gironde;Canton de Grignols;Cours-les-Bains;-0.0081402;44.3812142;ün;homme;n;aouè;NA;qué;dus;hills;lou;pu;jouén;NA;dissout;à;soun;paï;téms;qué;sii;moun;mèste;et;aouji;ø;argén;NA;faou;qué;pousquï;ana;et;bési;ø;paiis;partatgeats;boste;bén;et;baillats;so;dioui;aou;oui;moun;coume;bourras;ès;un;méchant;séras;punit;puï;aoubrïn;tiroir;partatgèt;hit;dus;poutciouns;ésgales;tchic;jouns;après;lou;méchann;angout;dou;billatge;én;hasén;fiè;chann;dise;adiu;à;digün;ø;traouéssèt;bètcop;lanes;boïs;ribères;déns;une;grande;bille;oun;déspénsèt;tout;soun;argén;bout;quaouques;més;bénde;sés;à ;biéille;femme;pér;èste;bèylét
Gironde;Canton de Grignols;Grignols-bis;-0.0395005025779799;44.3901928865645;ün;homme;n;aouè;NA;que;dus;hills;lou;pu;jouén;NA;disout;à;soun;paï;témps;qué;siye;moun;meste;et;aoujy;ø;argén;NA;faou;qué;pousqui;ana;et;bési;ø;péïs;partatdiaz;boste;bén;et;baillaz;so;dioui;aoué;oui;moun;coum;bourras;ais;ün;méchan;séraz;punit;apuï;aoubrin;tirouoir;partadjiait;hit;dus;partz;égales;caouques;jouns;apress;lou;méchan;anout;dou;NA;én;azén;fiè;san;dise;adiou;én;digün;ø;traouesset;hort;lanes;bos;ribères;déns;une;grande;bile;oun;déspéncet;tout;soun;argén;bout;caouquess;més;bénde;séss;én d;bieille;fimelle;NA;NA;beylet
Gironde;Canton de Grignols;Grignols;-0.0439057;44.3877429;un;ome;n;aouai;NA;qué;dus;hills;lou;pu;jouén;NA;disout;à;soun;paï;témps;qué;si;moun;maiste;é;aouji;ø;argén;NA;faou;qué;pousqui;ana;é;bési;ø;péis;partadgeats;boste;bién;é;baillats;ço;dioui;aoué;o;moun;coume;bourras;és;un;méchan;séras;punit;apuï;daourin;tirétte;partadgeait;hasout;duoues;pourciouns;ésgales;tchic;jouns;après;lou;méchan;anout;dou;biladge;én;hasén;fiè;san;dise;adiou;à;digun;ø;traouassait;bocop;lanes;bos;ribères;déns;une;grande;bile;oun;déspensait;tout;soun;argén;bout;quaouques;més;bénde;sés;én d;biéille;fimelle;pér;este;baylét
Gironde;Canton de Grignols;Lavazan;-0.10929;44.39326;un;homme;n;aouè;pa;qué;dus;hils;lou;pu;jouén;NA;dissout;à;soun;paï;téms;qué;sii;moun;meste;et;aouji;ø;argén;NA;faou;qué;pousqui;anna;et;bési;ø;pays;partatgeats;boste;bén;et;baillats;ço;dioui;aoué;oui;moun;coum;bourras;es;un;méchant;séras;punit;puï;aoubrin;tiréte;partatgèt;hit;dus;pourtiouns;ésgales;tchic;jouns;après;lou;méchant;angout;doù;billatge;én;hasén;fière;chèn;dise;adichats;én;digun;ø;traouéssèt;bien;lanes;boïs;ribères;déns;une;grande;bille;oun;déspénsèt;tout;soun;argén;bout;quaouques;més;bénde;souns;én d;biéille;fimelle;pr;ésta;beylét
Gironde;Canton de Grignols;Lerm-et-Musset;-0.1573881;44.3277776;ün;ome;n;aouè;pa;qué;dus;hills;lou;mey;jouénn;NA;dissout;à;soun;paï;tèms;qué;si;moun;mèste;é;aougi;ø;argénn;NA;faou;qué;pousqui;ana;é;bési;ø;péis;partatyats;boste;bin;é;baillats;so;dioui;aoué;oui;moun;coum;bourras;ès;ün;méchann;sras;punit;puï;aoubrit;tirète;partatyèt;hit;dus;pourciouns;ésgales;NA;jounns;après;lou;méchann;angout;dou;bilatye;én;hasénn;fière;chèn;dise;adiu;énn;digün;ø;traoussèt;biènn;lanes;boïs;arribères;dénns;une;grannde;bile;ounn;déspénsèt;tout;sounn;argénn;cap;caouques;més;bénnde;sés;énn d;biéille;hémne;pr;ésta;beylét
Gironde;Canton de Grignols;Marions;-0.09114;44.38296;ün;ome;n;aouè;NA;que;dus;hill;lou;pu;jouén;NA;dit;à;soun;paï;tèms;que;si;moun;méste;et;aouji;de l;arèn;NA;faou;que;pousqui;ana;é;bési;dou;pèis;partatjats;boste;bién;é;baillats;ço;dioui;aoué;oui;moun;coum;bourras;ès;ün;méchant;seras;punit;puis;aoubrin;tiroir;partatgèt;hit;dus;parts;ésgales;quaouques;jours;après;lou;méchant;angout;dou;bilatjé;én;hasén;fiè;chan;dise;adiou;à;digün;ø;traouèssèt;bién;lanes;boïs;ribères;déns;une;grande;bile;oun;déspénsèt;tout;soun;argèn;bout;quaouques;més;bénde;sés;én d;biéille;fimèle;pér;ésta;beylét
Gironde;Canton de Grignols;Sendets;-0.0833;44.4167;un;homme;n;aouè;NA;qué;dus;hills;lou;pu;jouén;NA;disout;à;soun;pay;téms;qué;sié;moun;mesté;et;aoujie;ø;argént;qué;faou;qué;pousqui;ana;et;bési;ø;péis;partatgeats;bosté;bén;et;baillat;ço;dioui;aoué;oui;moun;coume;bourras;és;un;méchant;seras;punid;puy;aoubrin;tirette;partatgea;hasout;duës;pourtiouns;ésgales;tchic;jouns;après;lou;méchant;angout;daou;billatgé;én;hasén;fier;chan;disé;adiou;én;digun;ø;traouéssait;bién;lanes;boïs;ribeyres;déns;une;grande;bile;oun;déspénsait;tout;soun;argén;bout;quaouqués;més;béndé;sés;én d;biéille;fimelle;pér;ésta;beylet
Gironde;Canton de L'Esparre;Bégadan;-0.8952812;45.3563411;ün;homme;l;aouè;NA;que;dus;hïlls;lou;pé;tzène;NA;dichut;à;soun;paey;tèms;que;sèye;moun;maiste;é;aye;de l;ardzén;NA;faou;que;pusqui;ana;é;béyi;daou;péïs;partatzats;boste;bén;é;dounatz;ce;dioui;aoué;o;moun;coume;boudras;cès;ün;michan;saras;punit;NA;oubrit;tiroirt;partatzét;it;duoue;pourssiouns;égales;quaouques;tzouns;après;lou;michan;engut;daou;bilatze;én;adéns;fiért;sén;dire;adiu;à;digüns;ø;traoueussét;fort;landes;bos;ribeyres;déns;une;grande;bile;aoun;déspénsét;tout;soun;ardzén;bout;quaouques;més;bénde;sas;à ;beille;éme;pre;esta;baïlet
Gironde;Canton de L'Esparre;Blaignan;-0.8786032;45.3218666;ün;homme;n;aoué;NA;qué;dus;hills;lou;pé;dzène;NA;dichut;à;soun;paï;témps;qué;sèyi;moun;mèste;ét;aïe;dé l;ardzén;NA;faou;qué;pusqui;ana;ét;bèyi;daou;péïs;partadzats;boste;bén;ét;dounadz;cé;diuï;aïé;o;moun;coume;boudras;sès;ün;michänt;saras;punit;apèy;oubrit;tirétte;partadzèt;hit;duës;pourtiouns;égaless;tsic;dzouns;après;lou;michänt;angut;daou;billadze;én;hadéndz;fièrt;séns;dire;adiu;à;persoune;ø;traoussèt;fort;landes;bos;ribèyres;déns;éne;grande;bïlle;aoun;déspénsèt;tout;sout;ardzén;bout;quaouques;mès;bénde;sas;à ;béille;hémme;pré;ésta;baïlét
Gironde;Canton de L'Esparre;Civrac;-0.4836352;44.6863048;én;homme;n;aoué;NA;qué;dus;hills;lou;pé;txéne;NA;dichut;à;soun;paï;témps;qué;seyi;moun;mesté;et;aoui;dé l;artxén;NA;faou;qué;podi;ana;et;beyi;daou;pays;partatzatz;bosté;bén;et;dounatz;cé;dioui;aoué;oui;moun;coumé;boudras;es;én;michant;saras;punit;apey;oubrant;tiroirt;partatza;hit;duous;partz;égalous;quaouqués;tzouns;après;lou;michant;engut;daou;bilatzé;én;hadéntz;fiert;sén;diré;adiu;à;diguntz;ø;trabersa;fort;landous;boscs;ribeyrous;déntz;une;grandou;bilou;aoun;despéndut;tout;soun;artxén;bout;quaouqués;més;béndé;sas;à ;beillou;hémou;pr;esta;baylet
Gironde;Canton de L'Esparre;Gaillan-en-Médoc;-0.9578932;45.3234694;un;home;n;abè;NA;qué;dus;hills;lou;pé;dzéne;NA;dichut;à;soun;pay;téns;qu;esti;moun;mèste;et;ayi;de l;ardzén;NA;faou;qué;pésqui;ana;et;bédi;daou;pays;partadzats;boste;bén;et;dounats;cé;dibi;abé;oui;moun;coume;boudras;sès;én;michan;séras;punit;apèy;oubrén;tiréte;partadzèt;hit;duous;pourtiouns;égales;tsic;jouns;apèy;lou;michant;angut;daou;biladze;en;hazen;fiè;san;dize;adiou;à;diguns;ø;trabéssèt;fort;landes;bosc;ribèyres;dens;éne;grande;bile;oun;déspensèt;tout;soun;ardzén;bout;quaouques;més;bende;soun;à ;bieille;femme;pr;esta;baylet
Gironde;Canton de L'Esparre;Lesparre-Médoc;-0.9379402;45.3081854;unn;homme;n;aouet;NA;qué;dus;hills;lou;mey;tzéne;NA;dichut;à;soun;paÿ;ore;qu;esti;moun;meste;et;aÿi;dé l;artzén;NA;faou;qué;pusqui;ana;et;bédi;daou;païs;partatzats;boste;NA;et;dunatz;ca;dibi;aÿé;oui;moun;coume;boudras;sès;unn;michant;saras;punit;apey;oubrénté;tirette;partatzet;hit;duous;partz;égales;quaouqués;dzouns;aprés;lou;michan;angut;daou;billatze;én;hadentz;glourious;sén;dire;adichatz;à;diguntz;ø;trabersét;fort;landes;boscz;ribéyres;déns;une;grande;bile;énquinn;despénsét;tout;soun;artzen;bout;quaouqués;més;bénde;soun;à ;béille;héme;pr;esta;baylet
Gironde;Canton de L'Esparre;Naujac-sur-Mer;-1.0232905;45.2556859;un;hommé;n;aouè;NA;qué;dus;hills;lou;pé;dzéné;NA;dichut;à;soun;paï;témps;qué;sèyi;moun;mesté;NA;ayi;dé l;artzén;NA;faou;qué;pusqui;ana;et;bedi;daou;payss;partadzats;bosté;bén;et;dounats;cé;dioui;ayé;oui;moun;coumé;boudras;ses;ün;michant;saras;punit;apey;oubréns;tirette;partadzèt;hit;dious;pourtiouns;égales;tsic;tzouns;après;lou;michant;angut;daou;billadsé;én;hadéns;fiert;sén;dire;adiou;à;diguns;ø;trabersèt;fort;landes;bos;ribeyres;déns;une;grande;bile;aoun;déspénsèt;tout;soun;artzén;bout;quaouqués;més;béndé;sas;à ;béille;hémme;pré;sta;baylét
Gironde;Canton de L'Esparre;Ordonnac;-0.8351269;45.307754;un;homme;n;aoué;NA;qué;dus;hills;lou;pé;txène;NA;dichut;à;son;pay;temps;qué;seyi;moun;mesté;et;ayé;de l;arzèn;NA;faou;qué;pesqui;ana;et;bédi;daou;pays;partahxatx;bosté;bèn;et;dounats;cé;dihui;ayé;o;mon;commé;boudras;sès;un;michant;saras;punit;pey;oubrentz;tiroirt;partahxait;hèn;daous;partz;égalès;xic;txouhns;après;lou;méchan;anaou;daou;billahxe;en;hadenhs;fiert;shèn;dire;adiou;à;persoune;ø;trabersait;fort;landes;boscs;ribeyres;dènhtz;uné;grande;bile;aouhn;déhspehnsait;tout;soun;arzèn;bout;caoutquès;mèsh;behndèh;sas;à ;bieillou;hèmme;prèh;esta;beylèht
